index, result, benchmark, correct
3948, 9, 9, correct
3949, 8, 8, correct
3950, 7, 7, correct
3951, 1, 1, correct
3952, 4, 4, correct
3953, 2, 2, correct
3954, 2, 2, correct
3955, 1, 1, correct
3956, 6, 6, correct
3957, 7, 7, correct
3958, 6, 6, correct
3959, 6, 6, correct
3960, 3, 3, correct
3961, 3, 3, correct
3962, 6, 6, correct
3963, 7, 7, correct
3964, 3, 3, correct
3965, 9, 9, correct
3966, 1, 1, correct
3967, 2, 2, correct
3968, 8, 3, miss
3969, 5, 5, correct
3970, 0, 0, correct
3971, 1, 1, correct
3972, 0, 0, correct
3973, 9, 9, correct
3974, 7, 7, correct
3975, 9, 9, correct
3976, 0, 0, correct
3977, 8, 8, correct
3978, 5, 5, correct
3979, 1, 1, correct
3980, 1, 4, miss
3981, 1, 7, miss
3982, 6, 6, correct
3983, 4, 4, correct
3984, 8, 8, correct
3985, 1, 1, correct
3986, 2, 2, correct
3987, 2, 2, correct
3988, 6, 6, correct
3989, 4, 4, correct
3990, 2, 2, correct
3991, 9, 9, correct
3992, 8, 8, correct
3993, 2, 2, correct
3994, 6, 6, correct
3995, 5, 5, correct
3996, 8, 8, correct
3997, 3, 3, correct
3998, 1, 1, correct
3999, 7, 7, correct
4000, 4, 4, correct
4001, 6, 6, correct
4002, 0, 0, correct
4003, 1, 1, correct
4004, 3, 3, correct
4005, 8, 8, correct
4006, 1, 1, correct
4007, 4, 4, correct
4008, 0, 0, correct
4009, 0, 8, miss
4010, 6, 6, correct
4011, 6, 6, correct
4012, 1, 1, correct
4013, 6, 6, correct
4014, 2, 2, correct
4015, 3, 3, correct
4016, 9, 9, correct
4017, 1, 1, correct
4018, 5, 7, miss
4019, 6, 6, correct
4020, 6, 6, correct
4021, 1, 1, correct
4022, 4, 4, correct
4023, 0, 0, correct
4024, 3, 3, correct
4025, 6, 6, correct
4026, 0, 0, correct
4027, 5, 5, correct
4028, 6, 6, correct
4029, 8, 8, correct
4030, 9, 9, correct
4031, 4, 4, correct
4032, 7, 7, correct
4033, 7, 7, correct
4034, 7, 7, correct
4035, 8, 8, correct
4036, 8, 8, correct
4037, 7, 7, correct
4038, 5, 5, correct
4039, 2, 2, correct
4040, 7, 7, correct
4041, 8, 8, correct
4042, 1, 1, correct
4043, 1, 1, correct
4044, 9, 9, correct
4045, 5, 5, correct
4046, 4, 4, correct
4047, 1, 1, correct
4048, 0, 0, correct
4049, 1, 1, correct
4050, 3, 3, correct
4051, 2, 2, correct
4052, 3, 3, correct
4053, 6, 6, correct
4054, 3, 3, correct
4055, 3, 3, correct
4056, 1, 1, correct
4057, 2, 2, correct
4058, 7, 7, correct
4059, 1, 1, correct
4060, 7, 7, correct
4061, 7, 7, correct
4062, 0, 0, correct
4063, 0, 0, correct
4064, 1, 3, miss
4065, 0, 0, correct
4066, 0, 0, correct
4067, 2, 2, correct
4068, 0, 0, correct
4069, 0, 0, correct
4070, 7, 7, correct
4071, 1, 1, correct
4072, 7, 7, correct
4073, 8, 8, correct
4074, 6, 6, correct
4075, 5, 6, miss
4076, 7, 7, correct
4077, 1, 1, correct
4078, 6, 6, correct
4079, 6, 6, correct
4080, 9, 2, miss
4081, 9, 4, miss
4082, 9, 9, correct
4083, 1, 1, correct
4084, 3, 3, correct
4085, 4, 4, correct
4086, 0, 0, correct
4087, 4, 4, correct
4088, 9, 9, correct
4089, 2, 2, correct
4090, 8, 8, correct
4091, 6, 6, correct
4092, 2, 2, correct
4093, 7, 7, correct
4094, 4, 4, correct
4095, 7, 7, correct
4096, 5, 5, correct
4097, 0, 0, correct
4098, 3, 3, correct
4099, 7, 7, correct
4100, 5, 5, correct
4101, 6, 6, correct
4102, 6, 6, correct
4103, 9, 9, correct
4104, 0, 0, correct
4105, 3, 3, correct
4106, 5, 5, correct
4107, 2, 2, correct
4108, 8, 8, correct
4109, 9, 9, correct
4110, 8, 8, correct
4111, 2, 2, correct
4112, 2, 2, correct
4113, 9, 9, correct
4114, 7, 7, correct
4115, 1, 1, correct
4116, 7, 7, correct
4117, 7, 7, correct
4118, 2, 2, correct
4119, 7, 7, correct
4120, 3, 3, correct
4121, 2, 2, correct
4122, 2, 2, correct
4123, 3, 8, miss
4124, 4, 4, correct
4125, 0, 0, correct
4126, 2, 2, correct
4127, 2, 2, correct
4128, 6, 8, miss
4129, 1, 1, correct
4130, 1, 1, correct
4131, 2, 2, correct
4132, 2, 2, correct
4133, 2, 2, correct
4134, 3, 3, correct
4135, 0, 0, correct
4136, 1, 1, correct
4137, 6, 4, miss
4138, 3, 9, miss
4139, 9, 9, correct
4140, 4, 4, correct
4141, 3, 3, correct
4142, 9, 9, correct
4143, 7, 7, correct
4144, 9, 9, correct
4145, 0, 0, correct
4146, 7, 7, correct
4147, 3, 3, correct
4148, 5, 5, correct
4149, 2, 2, correct
4150, 3, 3, correct
4151, 0, 0, correct
4152, 1, 1, correct
4153, 9, 9, correct
4154, 9, 9, correct
4155, 7, 7, correct
4156, 9, 9, correct
4157, 2, 2, correct
4158, 7, 7, correct
4159, 4, 4, correct
4160, 7, 7, correct
4161, 5, 0, miss
4162, 6, 6, correct
4163, 5, 3, miss
4164, 1, 1, correct
4165, 9, 9, correct
4166, 5, 5, correct
4167, 2, 9, miss
4168, 7, 7, correct
4169, 2, 2, correct
4170, 2, 2, correct
4171, 5, 5, correct
4172, 6, 6, correct
4173, 8, 8, correct
4174, 5, 5, correct
4175, 8, 8, correct
4176, 2, 2, correct
4177, 3, 3, correct
4178, 3, 3, correct
4179, 1, 1, correct
4180, 4, 4, correct
4181, 7, 7, correct
4182, 3, 3, correct
4183, 8, 8, correct
4184, 4, 4, correct
4185, 3, 3, correct
4186, 7, 7, correct
4187, 4, 4, correct
4188, 1, 1, correct
4189, 9, 9, correct
4190, 0, 0, correct
4191, 4, 4, correct
4192, 8, 8, correct
4193, 0, 0, correct
4194, 6, 6, correct
4195, 5, 5, correct
4196, 6, 6, correct
4197, 5, 5, correct
4198, 2, 2, correct
4199, 0, 0, correct
4200, 3, 3, correct
4201, 3, 3, correct
4202, 1, 1, correct
4203, 6, 6, correct
4204, 1, 1, correct
4205, 4, 4, correct
4206, 1, 1, correct
4207, 1, 1, correct
4208, 1, 1, correct
4209, 1, 1, correct
4210, 3, 3, correct
4211, 7, 9, miss
4212, 1, 1, correct
4213, 0, 0, correct
4214, 4, 4, correct
4215, 2, 2, correct
4216, 9, 9, correct
4217, 5, 5, correct
4218, 5, 5, correct
4219, 9, 9, correct
4220, 5, 3, miss
4221, 5, 5, correct
4222, 2, 2, correct
4223, 5, 5, correct
4224, 0, 0, correct
4225, 8, 8, correct
4226, 0, 0, correct
4227, 4, 4, correct
4228, 2, 2, correct
4229, 4, 4, correct
4230, 3, 3, correct
4231, 8, 2, miss
4232, 7, 7, correct
4233, 9, 9, correct
4234, 4, 4, correct
4235, 0, 0, correct
4236, 1, 1, correct
4237, 4, 4, correct
4238, 9, 9, correct
4239, 4, 4, correct
4240, 4, 4, correct
4241, 3, 3, correct
4242, 2, 2, correct
4243, 0, 0, correct
4244, 8, 8, correct
4245, 4, 4, correct
4246, 1, 1, correct
4247, 0, 0, correct
4248, 9, 9, correct
4249, 3, 3, correct
4250, 2, 2, correct
4251, 9, 9, correct
4252, 6, 6, correct
4253, 9, 9, correct
4254, 0, 0, correct
4255, 6, 6, correct
4256, 1, 1, correct
4257, 1, 1, correct
4258, 7, 7, correct
4259, 4, 4, correct
4260, 7, 7, correct
4261, 8, 8, correct
4262, 7, 7, correct
4263, 0, 8, miss
4264, 7, 7, correct
4265, 0, 0, correct
4266, 1, 1, correct
4267, 8, 8, correct
4268, 1, 4, miss
4269, 2, 2, correct
4270, 5, 5, correct
4271, 4, 4, correct
4272, 8, 8, correct
4273, 9, 9, correct
4274, 1, 1, correct
4275, 0, 0, correct
4276, 2, 2, correct
4277, 1, 3, miss
4278, 7, 7, correct
4279, 9, 9, correct
4280, 4, 4, correct
4281, 4, 4, correct
4282, 7, 7, correct
4283, 6, 6, correct
4284, 9, 9, correct
4285, 4, 4, correct
4286, 1, 1, correct
4287, 7, 7, correct
4288, 8, 8, correct
4289, 8, 8, correct
4290, 3, 3, correct
4291, 4, 4, correct
4292, 2, 2, correct
4293, 4, 4, correct
4294, 1, 1, correct
4295, 8, 8, correct
4296, 7, 7, correct
4297, 8, 8, correct
4298, 7, 7, correct
4299, 4, 4, correct
4300, 9, 9, correct
4301, 4, 4, correct
4302, 7, 7, correct
4303, 3, 3, correct
4304, 6, 6, correct
4305, 9, 9, correct
4306, 1, 1, correct
4307, 6, 3, miss
4308, 1, 1, correct
4309, 0, 0, correct
4310, 1, 1, correct
4311, 8, 8, correct
4312, 1, 1, correct
4313, 6, 6, correct
4314, 9, 9, correct
4315, 3, 3, correct
4316, 3, 3, correct
4317, 6, 6, correct
4318, 9, 9, correct
4319, 5, 5, correct
4320, 8, 8, correct
4321, 1, 1, correct
4322, 9, 9, correct
4323, 2, 2, correct
4324, 3, 3, correct
4325, 7, 7, correct
4326, 9, 9, correct
4327, 9, 9, correct
4328, 2, 2, correct
4329, 9, 9, correct
4330, 8, 8, correct
4331, 3, 3, correct
4332, 4, 4, correct
4333, 5, 5, correct
4334, 1, 1, correct
4335, 4, 9, miss
4336, 9, 9, correct
4337, 6, 6, correct
4338, 1, 1, correct
4339, 3, 3, correct
4340, 5, 5, correct
4341, 6, 6, correct
4342, 9, 9, correct
4343, 6, 6, correct
4344, 5, 5, correct
4345, 3, 3, correct
4346, 5, 5, correct
4347, 1, 4, miss
4348, 5, 5, correct
4349, 0, 0, correct
4350, 2, 2, correct
4351, 6, 6, correct
4352, 8, 8, correct
4353, 9, 9, correct
4354, 9, 9, correct
4355, 9, 0, miss
4356, 6, 6, correct
4357, 6, 6, correct
4358, 7, 7, correct
4359, 5, 5, correct
4360, 8, 8, correct
4361, 2, 2, correct
4362, 0, 0, correct
4363, 9, 9, correct
4364, 5, 5, correct
4365, 0, 0, correct
4366, 1, 1, correct
4367, 9, 9, correct
4368, 7, 7, correct
4369, 2, 2, correct
4370, 3, 3, correct
4371, 3, 3, correct
4372, 0, 0, correct
4373, 4, 4, correct
4374, 9, 9, correct
4375, 3, 3, correct
4376, 1, 1, correct
4377, 3, 3, correct
4378, 9, 9, correct
4379, 0, 0, correct
4380, 3, 3, correct
4381, 8, 8, correct
4382, 4, 4, correct
4383, 9, 9, correct
4384, 4, 4, correct
4385, 6, 6, correct
4386, 8, 8, correct
4387, 9, 9, correct
4388, 6, 6, correct
4389, 9, 9, correct
4390, 0, 0, correct
4391, 8, 8, correct
4392, 6, 6, correct
4393, 5, 5, correct
4394, 0, 0, correct
4395, 4, 4, correct
4396, 8, 8, correct
4397, 6, 6, correct
4398, 0, 0, correct
4399, 0, 0, correct
4400, 9, 9, correct
4401, 1, 1, correct
4402, 4, 4, correct
4403, 2, 2, correct
4404, 5, 5, correct
4405, 6, 6, correct
4406, 3, 3, correct
4407, 8, 8, correct
4408, 8, 8, correct
4409, 8, 8, correct
4410, 8, 8, correct
4411, 2, 2, correct
4412, 4, 4, correct
4413, 2, 2, correct
4414, 7, 7, correct
4415, 6, 6, correct
4416, 4, 4, correct
4417, 7, 7, correct
4418, 8, 8, correct
4419, 6, 6, correct
4420, 9, 9, correct
4421, 8, 8, correct
4422, 6, 6, correct
4423, 3, 3, correct
4424, 5, 5, correct
4425, 4, 4, correct
4426, 3, 3, correct
4427, 9, 9, correct
4428, 9, 9, correct
4429, 3, 3, correct
4430, 0, 0, correct
4431, 8, 8, correct
4432, 2, 2, correct
4433, 9, 9, correct
4434, 1, 1, correct
4435, 6, 6, correct
4436, 9, 9, correct
4437, 1, 1, correct
4438, 0, 0, correct
4439, 1, 1, correct
4440, 8, 8, correct
4441, 7, 7, correct
4442, 6, 6, correct
4443, 5, 5, correct
4444, 5, 5, correct
4445, 4, 4, correct
4446, 1, 1, correct
4447, 7, 7, correct
4448, 3, 9, miss
4449, 9, 9, correct
4450, 1, 1, correct
4451, 1, 1, correct
4452, 2, 2, correct
4453, 3, 3, correct
4454, 9, 9, correct
4455, 0, 0, correct
4456, 7, 7, correct
4457, 2, 2, correct
4458, 2, 2, correct
4459, 4, 4, correct
4460, 1, 1, correct
4461, 7, 7, correct
4462, 7, 7, correct
4463, 7, 7, correct
4464, 8, 8, correct
4465, 3, 3, correct
4466, 5, 5, correct
4467, 1, 1, correct
4468, 6, 6, correct
4469, 2, 2, correct
4470, 1, 1, correct
4471, 0, 0, correct
4472, 8, 8, correct
4473, 7, 9, miss
4474, 7, 2, miss
4475, 5, 5, correct
4476, 1, 1, correct
4477, 1, 1, correct
4478, 8, 8, correct
4479, 6, 6, correct
4480, 3, 3, correct
4481, 6, 6, correct
4482, 6, 6, correct
4483, 9, 9, correct
4484, 8, 8, correct
4485, 1, 1, correct
4486, 7, 7, correct
4487, 4, 4, correct
4488, 4, 4, correct
4489, 1, 1, correct
4490, 6, 6, correct
4491, 7, 7, correct
4492, 8, 8, correct
4493, 0, 0, correct
4494, 7, 7, correct
4495, 0, 2, miss
4496, 1, 1, correct
4497, 6, 6, correct
4498, 8, 8, correct
4499, 1, 1, correct
4500, 3, 3, correct
4501, 9, 9, correct
4502, 5, 0, miss
4503, 7, 7, correct
4504, 5, 5, correct
4505, 3, 3, correct
4506, 2, 2, correct
4507, 7, 7, correct
4508, 0, 0, correct
4509, 6, 3, miss
4510, 1, 1, correct
4511, 4, 4, correct
4512, 0, 0, correct
4513, 9, 8, miss
4514, 7, 7, correct
4515, 0, 0, correct
4516, 6, 6, correct
4517, 5, 5, correct
4518, 1, 1, correct
4519, 7, 7, correct
4520, 0, 0, correct
4521, 1, 1, correct
4522, 5, 5, correct
4523, 6, 6, correct
4524, 1, 1, correct
4525, 4, 4, correct
4526, 8, 8, correct
4527, 6, 6, correct
4528, 8, 8, correct
4529, 9, 9, correct
4530, 5, 5, correct
4531, 1, 1, correct
4532, 0, 0, correct
4533, 2, 2, correct
4534, 2, 2, correct
4535, 0, 0, correct
4536, 7, 7, correct
4537, 8, 8, correct
4538, 3, 3, correct
4539, 5, 5, correct
4540, 1, 1, correct
4541, 8, 8, correct
4542, 3, 3, correct
4543, 7, 7, correct
4544, 6, 6, correct
4545, 9, 9, correct
4546, 8, 8, correct
4547, 4, 4, correct
4548, 9, 9, correct
4549, 1, 1, correct
4550, 0, 0, correct
4551, 3, 3, correct
4552, 3, 3, correct
4553, 5, 5, correct
4554, 9, 9, correct
4555, 2, 2, correct
4556, 7, 7, correct
4557, 6, 6, correct
4558, 3, 3, correct
4559, 3, 3, correct
4560, 8, 8, correct
4561, 0, 0, correct
4562, 0, 0, correct
4563, 9, 9, correct
4564, 7, 7, correct
4565, 5, 5, correct
4566, 5, 5, correct
4567, 0, 0, correct
4568, 3, 3, correct
4569, 0, 0, correct
4570, 7, 7, correct
4571, 2, 2, correct
4572, 1, 1, correct
4573, 0, 0, correct
4574, 7, 7, correct
4575, 1, 1, correct
4576, 5, 5, correct
4577, 7, 7, correct
4578, 0, 0, correct
4579, 2, 2, correct
4580, 5, 5, correct
4581, 4, 4, correct
4582, 2, 2, correct
4583, 6, 6, correct
4584, 1, 1, correct
4585, 3, 3, correct
4586, 1, 1, correct
4587, 1, 1, correct
4588, 3, 3, correct
4589, 6, 6, correct
4590, 6, 6, correct
4591, 8, 8, correct
4592, 4, 4, correct
4593, 2, 2, correct
4594, 3, 3, correct
4595, 0, 0, correct
4596, 1, 1, correct
4597, 4, 4, correct
4598, 4, 4, correct
4599, 1, 1, correct
4600, 1, 8, miss
4601, 8, 8, correct
4602, 9, 4, miss
4603, 7, 7, correct
4604, 6, 6, correct
4605, 7, 7, correct
4606, 5, 5, correct
4607, 1, 1, correct
4608, 9, 9, correct
4609, 2, 2, correct
4610, 5, 5, correct
4611, 9, 9, correct
4612, 1, 1, correct
4613, 4, 4, correct
4614, 3, 3, correct
4615, 9, 9, correct
4616, 4, 4, correct
4617, 6, 6, correct
4618, 9, 9, correct
4619, 8, 8, correct
4620, 5, 5, correct
4621, 0, 0, correct
4622, 8, 8, correct
4623, 4, 9, miss
4624, 7, 7, correct
4625, 0, 0, correct
4626, 0, 0, correct
4627, 8, 8, correct
4628, 0, 0, correct
4629, 4, 4, correct
4630, 7, 7, correct
4631, 0, 0, correct
4632, 2, 2, correct
4633, 2, 2, correct
4634, 7, 7, correct
4635, 4, 9, miss
4636, 6, 6, correct
4637, 9, 9, correct
4638, 5, 3, miss
4639, 6, 6, correct
4640, 1, 1, correct
4641, 1, 1, correct
4642, 1, 1, correct
4643, 4, 4, correct
4644, 8, 8, correct
4645, 7, 7, correct
4646, 9, 9, correct
4647, 6, 6, correct
4648, 2, 2, correct
4649, 2, 6, miss
4650, 2, 2, correct
4651, 8, 8, correct
4652, 5, 5, correct
4653, 7, 7, correct
4654, 1, 1, correct
4655, 1, 1, correct
4656, 1, 1, correct
4657, 2, 2, correct
4658, 9, 9, correct
4659, 1, 1, correct
4660, 8, 8, correct
4661, 1, 1, correct
4662, 3, 3, correct
4663, 2, 2, correct
4664, 1, 1, correct
4665, 0, 0, correct
4666, 6, 6, correct
4667, 4, 4, correct
4668, 7, 7, correct
4669, 6, 6, correct
4670, 5, 5, correct
4671, 9, 2, miss
4672, 1, 1, correct
4673, 2, 2, correct
4674, 8, 8, correct
4675, 8, 8, correct
4676, 4, 4, correct
4677, 4, 4, correct
4678, 3, 3, correct
4679, 7, 7, correct
4680, 4, 1, miss
4681, 7, 4, miss
4682, 9, 9, correct
4683, 2, 2, correct
4684, 8, 3, miss
4685, 8, 8, correct
4686, 6, 6, correct
4687, 1, 1, correct
4688, 3, 3, correct
4689, 4, 4, correct
4690, 5, 5, correct
4691, 6, 6, correct
4692, 8, 8, correct
4693, 7, 7, correct
4694, 0, 0, correct
4695, 0, 0, correct
4696, 1, 1, correct
4697, 5, 5, correct
4698, 4, 4, correct
4699, 5, 5, correct
4700, 5, 5, correct
4701, 7, 7, correct
4702, 3, 3, correct
4703, 1, 2, miss
4704, 0, 0, correct
4705, 9, 9, correct
4706, 9, 9, correct
4707, 4, 4, correct
4708, 9, 9, correct
4709, 5, 5, correct
4710, 0, 0, correct
4711, 3, 3, correct
4712, 6, 6, correct
4713, 3, 3, correct
4714, 3, 3, correct
4715, 1, 1, correct
4716, 7, 7, correct
4717, 4, 8, miss
4718, 0, 0, correct
4719, 0, 8, miss
4720, 2, 2, correct
4721, 7, 7, correct
4722, 7, 7, correct
4723, 1, 1, correct
4724, 8, 8, correct
4725, 7, 7, correct
4726, 4, 4, correct
4727, 5, 5, correct
4728, 0, 0, correct
4729, 1, 1, correct
4730, 9, 9, correct
4731, 7, 7, correct
4732, 4, 4, correct
4733, 5, 5, correct
4734, 0, 0, correct
4735, 9, 9, correct
4736, 8, 8, correct
4737, 6, 6, correct
4738, 3, 3, correct
4739, 3, 3, correct
4740, 1, 1, correct
4741, 6, 6, correct
4742, 8, 5, miss
4743, 8, 8, correct
4744, 0, 0, correct
4745, 9, 9, correct
4746, 9, 9, correct
4747, 1, 1, correct
4748, 1, 7, miss
4749, 3, 3, correct
4750, 7, 7, correct
4751, 4, 2, miss
4752, 0, 0, correct
4753, 3, 3, correct
4754, 0, 0, correct
4755, 4, 4, correct
4756, 9, 9, correct
4757, 9, 9, correct
4758, 8, 3, miss
4759, 8, 8, correct
4760, 0, 0, correct
4761, 9, 9, correct
4762, 0, 0, correct
4763, 1, 1, correct
4764, 6, 6, correct
4765, 1, 6, miss
4766, 2, 2, correct
4767, 0, 0, correct
4768, 2, 2, correct
4769, 5, 5, correct
4770, 7, 7, correct
4771, 0, 0, correct
4772, 6, 6, correct
4773, 9, 9, correct
4774, 7, 2, miss
4775, 2, 2, correct
4776, 2, 2, correct
4777, 5, 5, correct
4778, 3, 3, correct
4779, 6, 6, correct
4780, 4, 2, miss
4781, 3, 8, miss
4782, 2, 2, correct
4783, 5, 5, correct
4784, 9, 9, correct
4785, 3, 3, correct
4786, 5, 5, correct
4787, 2, 2, correct
4788, 9, 9, correct
4789, 5, 5, correct
4790, 4, 4, correct
4791, 1, 1, correct
4792, 7, 7, correct
4793, 2, 2, correct
4794, 5, 3, miss
4795, 3, 3, correct
4796, 9, 9, correct
4797, 9, 7, miss
4798, 2, 2, correct
4799, 4, 4, correct
4800, 0, 0, correct
4801, 9, 8, miss
4802, 1, 7, miss
4803, 9, 9, correct
4804, 7, 7, correct
4805, 8, 8, correct
4806, 6, 6, correct
4807, 6, 6, correct
4808, 6, 6, correct
4809, 3, 3, correct
4810, 2, 2, correct
4811, 6, 6, correct
4812, 7, 7, correct
4813, 0, 0, correct
4814, 6, 6, correct
4815, 0, 0, correct
4816, 2, 2, correct
4817, 2, 2, correct
4818, 3, 3, correct
4819, 0, 0, correct
4820, 0, 0, correct
4821, 3, 3, correct
4822, 3, 3, correct
4823, 4, 4, correct
4824, 2, 2, correct
4825, 1, 1, correct
4826, 4, 4, correct
4827, 3, 3, correct
4828, 3, 3, correct
4829, 0, 0, correct
4830, 0, 0, correct
4831, 3, 3, correct
4832, 2, 2, correct
4833, 4, 4, correct
4834, 1, 1, correct
4835, 5, 5, correct
4836, 9, 9, correct
4837, 2, 2, correct
4838, 4, 4, correct
4839, 9, 2, miss
4840, 5, 5, correct
4841, 8, 8, correct
4842, 9, 3, miss
4843, 9, 9, correct
4844, 9, 9, correct
4845, 1, 1, correct
4846, 1, 8, miss
4847, 0, 0, correct
4848, 0, 0, correct
4849, 9, 9, correct
4850, 0, 0, correct
4851, 8, 8, correct
4852, 2, 2, correct
4853, 0, 0, correct
4854, 9, 9, correct
4855, 8, 8, correct
4856, 6, 6, correct
4857, 2, 2, correct
4858, 3, 3, correct
4859, 7, 2, miss
4860, 0, 0, correct
4861, 6, 6, correct
4862, 3, 3, correct
4863, 8, 8, correct
4864, 1, 1, correct
4865, 9, 9, correct
4866, 2, 2, correct
4867, 0, 0, correct
4868, 1, 9, miss
4869, 2, 2, correct
4870, 8, 8, correct
4871, 9, 9, correct
4872, 4, 4, correct
4873, 5, 3, miss
4874, 6, 6, correct
4875, 0, 0, correct
4876, 2, 2, correct
4877, 0, 0, correct
4878, 4, 4, correct
4879, 5, 5, correct
4880, 3, 3, correct
4881, 4, 4, correct
4882, 1, 1, correct
4883, 2, 2, correct
4884, 2, 2, correct
4885, 4, 4, correct
4886, 9, 9, correct
4887, 4, 4, correct
4888, 3, 3, correct
4889, 2, 2, correct
4890, 1, 1, correct
4891, 9, 9, correct
4892, 1, 1, correct
4893, 6, 6, correct
4894, 1, 1, correct
4895, 0, 0, correct
4896, 3, 3, correct
4897, 4, 9, miss
4898, 0, 0, correct
4899, 1, 1, correct
4900, 9, 9, correct
4901, 4, 4, correct
4902, 0, 0, correct
4903, 0, 0, correct
4904, 4, 4, correct
4905, 8, 8, correct
4906, 1, 1, correct
4907, 9, 9, correct
4908, 2, 2, correct
4909, 1, 3, miss
4910, 3, 3, correct
4911, 4, 4, correct
4912, 3, 3, correct
4913, 7, 7, correct
4914, 0, 0, correct
4915, 7, 7, correct
4916, 9, 9, correct
4917, 7, 7, correct
4918, 4, 4, correct
4919, 5, 5, correct
4920, 9, 9, correct
4921, 7, 7, correct
4922, 7, 7, correct
4923, 0, 0, correct
4924, 4, 4, correct
4925, 2, 2, correct
4926, 1, 2, miss
4927, 1, 7, miss
4928, 8, 8, correct
4929, 5, 5, correct
4930, 0, 0, correct
4931, 4, 4, correct
4932, 9, 9, correct
4933, 8, 8, correct
4934, 8, 8, correct
4935, 2, 2, correct
4936, 4, 4, correct
4937, 1, 1, correct
4938, 4, 4, correct
4939, 1, 1, correct
4940, 4, 4, correct
4941, 1, 1, correct
4942, 0, 0, correct
4943, 9, 9, correct
4944, 9, 9, correct
4945, 3, 5, miss
4946, 6, 6, correct
4947, 4, 4, correct
4948, 9, 9, correct
4949, 1, 2, miss
4950, 2, 2, correct
4951, 6, 6, correct
4952, 0, 0, correct
4953, 3, 3, correct
4954, 0, 0, correct
4955, 0, 2, miss
4956, 3, 3, correct
4957, 0, 0, correct
4958, 4, 4, correct
4959, 0, 0, correct
4960, 1, 1, correct
4961, 0, 0, correct
4962, 8, 6, miss
4963, 4, 4, correct
4964, 9, 9, correct
4965, 3, 3, correct
4966, 7, 7, correct
4967, 1, 1, correct
4968, 4, 4, correct
4969, 1, 1, correct
4970, 7, 7, correct
4971, 6, 6, correct
4972, 0, 0, correct
4973, 7, 7, correct
4974, 7, 7, correct
4975, 1, 1, correct
4976, 5, 5, correct
4977, 0, 0, correct
4978, 3, 3, correct
4979, 6, 6, correct
4980, 0, 0, correct
4981, 2, 2, correct
4982, 8, 8, correct
4983, 1, 9, miss
4984, 8, 8, correct
4985, 5, 5, correct
4986, 7, 7, correct
4987, 7, 7, correct
4988, 2, 2, correct
4989, 9, 9, correct
4990, 6, 6, correct
4991, 7, 7, correct
4992, 8, 8, correct
4993, 1, 1, correct
4994, 6, 5, miss
4995, 7, 7, correct
4996, 3, 3, correct
4997, 1, 1, correct
4998, 7, 7, correct
4999, 3, 3, correct
5000, 1, 1, correct
5001, 8, 8, correct
5002, 0, 0, correct
5003, 1, 1, correct
5004, 0, 0, correct
5005, 4, 4, correct
5006, 3, 3, correct
5007, 1, 7, miss
5008, 2, 2, correct
5009, 9, 9, correct
5010, 7, 7, correct
5011, 9, 9, correct
5012, 3, 3, correct
5013, 6, 6, correct
5014, 2, 2, correct
5015, 3, 3, correct
5016, 4, 4, correct
5017, 1, 1, correct
5018, 3, 3, correct
5019, 0, 0, correct
5020, 9, 9, correct
5021, 9, 9, correct
5022, 2, 2, correct
5023, 6, 6, correct
5024, 4, 4, correct
5025, 0, 0, correct
5026, 0, 0, correct
5027, 7, 7, correct
5028, 5, 5, correct
5029, 1, 1, correct
5030, 8, 8, correct
5031, 3, 3, correct
5032, 8, 8, correct
5033, 1, 1, correct
5034, 6, 6, correct
5035, 5, 5, correct
5036, 8, 8, correct
5037, 9, 9, correct
5038, 9, 2, miss
5039, 2, 2, correct
5040, 0, 0, correct
5041, 7, 7, correct
5042, 1, 1, correct
5043, 6, 6, correct
5044, 7, 7, correct
5045, 1, 1, correct
5046, 6, 6, correct
5047, 8, 8, correct
5048, 4, 4, correct
5049, 3, 3, correct
5050, 5, 5, correct
5051, 9, 9, correct
5052, 1, 1, correct
5053, 6, 3, miss
5054, 5, 5, correct
5055, 3, 3, correct
5056, 1, 1, correct
5057, 9, 9, correct
5058, 2, 8, miss
5059, 5, 5, correct
5060, 8, 8, correct
5061, 6, 6, correct
5062, 3, 3, correct
5063, 6, 6, correct
5064, 0, 0, correct
5065, 9, 9, correct
5066, 2, 2, correct
5067, 5, 4, miss
5068, 1, 1, correct
5069, 3, 3, correct
5070, 7, 7, correct
5071, 4, 4, correct
5072, 4, 4, correct
5073, 4, 4, correct
5074, 1, 2, miss
5075, 0, 0, correct
5076, 6, 6, correct
5077, 3, 3, correct
5078, 1, 3, miss
5079, 0, 0, correct
5080, 4, 4, correct
5081, 3, 3, correct
5082, 6, 6, correct
5083, 1, 1, correct
5084, 7, 7, correct
5085, 6, 6, correct
5086, 2, 2, correct
5087, 7, 7, correct
5088, 1, 1, correct
5089, 7, 7, correct
5090, 0, 0, correct
5091, 6, 6, correct
5092, 9, 9, correct
5093, 6, 6, correct
5094, 9, 5, miss
5095, 1, 1, correct
5096, 3, 3, correct
5097, 6, 6, correct
5098, 8, 8, correct
5099, 1, 1, correct
5100, 9, 9, correct
5101, 5, 5, correct
5102, 6, 6, correct
5103, 6, 6, correct
5104, 9, 9, correct
5105, 3, 8, miss
5106, 6, 6, correct
5107, 8, 8, correct
5108, 2, 2, correct
5109, 4, 4, correct
5110, 0, 0, correct
5111, 6, 6, correct
5112, 1, 1, correct
